Number of records: 236 , File size: 28376
2969025042, Leoforos Achilleas,40.9221899,23.9728026
1771039982, Odos Thessalonikis,40.9182766,23.9755804
1771040011, Plateia Kouma,40.9278768,23.9701195
1771040038, Odos Papanastasiou,40.9185402,23.9753898
1771040090, Plateia Eleftherias,40.9218718,23.9723885
1771040116, Odos Archaias Theas,40.9184740,23.9687883
1771040132, Plateia Eroon,40.9232498,23.9723626
1771040136, Odos Pelasgon,40.9183532,23.9755485
1771040138, Odos Larisis,40.9167228,23.9669643
1771040152, Plateia Karditsas,40.9164141,23.9657179
1771040132, Plateia Eroon,40.9232498,23.9723626
1771040443, Limodon,40.9170390,23.9677046
1771040454, Kentro,40.9227931,23.9724253
1771040455, Galati,40.9256370,23.9709030
1771040464, Nock,40.9199529,23.9702096
1771040471, Flisvou,40.9230240,23.9724317
1771040474, Vieta,40.9189710,23.9691675
1771040474, Larisas, 40.9189710, 23.9691675
1771040478, Agriniou, 40.9197366, 23.9699787
1771040513, Ifigeneias, 40.9180023, 23.9755954
1771040516, Aiolou, 40.9174961, 23.9755027
1771040518, Trikalon, 40.9168874, 23.9674509
1771040521, Aristotelous, 40.9178516, 23.9754917
1771040548, Karditsas, 40.9194981, 23.9696964
1771040554, Ermou, 40.9219920, 23.9727122
1771040595, Sintagmatos, 40.9180754, 23.9756058
1771040601, Omonias, 40.9181887, 23.9755998
1771040644, Mouzakiou, 40.9260235, 23.9706873
1771040680, Agiou Nikolaou, 40.9213122, 23.9712278
1771040704, Agriniou 2, 40.9193130, 23.9743078
1771040736, Ermou 2, 40.9173309, 23.9756745
1771040743, Panepistimiou, 40.9216771, 23.9720901
1771040808, Kaniggos, 40.9212460, 23.9713763
1771040838, Portarias, 40.9264939, 23.9705087
1771040878, Exarcheion, 40.9175768, 23.9754566
1771040891, Agias Eirinis, 40.9174162, 23.9755821
1771040896, Klafthmonos, 40.9176718, 23.9754477
1771040997, Katerinis, 40.9268254, 23.9703915
1905699732, Theatrou, 40.9161551, 23.9754677
1905699736, Farsalon, 40.9222517, 23.9788794
1905699739, Neas Aghialou, 40.9248616, 23.9683213
1905699757, Agiou Dimitriou, 40.9218309, 23.9792056
1905699782, Kilkis, 40.9261436, 23.9683920
1905699783, Omirou, 40.9236144, 23.9783687
1905699787, Dikastirion, 40.9287375, 23.9710742
1905699790, Agiou Alexandrou, 40.9194143, 23.9792871
1905699804, Emmanouil Pappou, 40.9238252, 23.9687568
1905699805, Panormou, 40.9183893, 23.9794662
1905699814, Iroon, 40.9197069, 23.9799781
1905699817, Achaias, 40.9159938, 23.9776821
1905699820, Omonias 2, 40.9158795, 23.9782786
1905699828, Melenikou, 40.9269380, 23.9685422
1905699830, Simis, 40.9178909, 23.9789266
1905699858, Eleftherias, 40.9177288, 23.9721900
1905699882, Karitsi, 40.9185395, 23.9716107
1905699894, Eleytherias, 40.9177676, 23.9798028
1905699897, Dimarchias, 40.9161884, 23.9745718
1905699898, Stasinou, 40.9162200, 23.9759827
1905699902, Olgas, 40.9247007, 23.9767390
1905699907, Ippodameias, 40.9181461, 23.9723496
1905699925, Koromila, 40.9180509, 23.9797800
1905699927, Evgeniou Voulgareos, 40.9183603, 23.9797807
1905699930, Filitheis, 40.9212635, 23.9793558
1905699935, Kanari, 40.9180036, 23.9707684
1905699948, Thiseos, 40.9207608, 23.9792914
1905699952, Plastira, 40.9178780, 23.9798129
1905699954, Eleytherias 2, 40.9181947, 23.9796941
1905699968, Tempon, 40.9266460, 23.9735087
1905699969, Omonias 3, 40.9201285, 23.9807076
1905699972, Sapphous, 40.9191272, 23.9659297
1905699990, Navarhou Apostoli, 40.9161268, 23.9793097
1905700012, Omonias 4, 40.9238414, 23.9774042
1905700020, Kypselis, 40.9217851, 23.9791225
1905700038, Larisas 2, 40.9279747, 23.9717769
1905700039, Larisas 3, 40.9173558, 23.9775544
1905700046, Larisas 4, 40.9201520, 23.9780748
1905700047, Larisas 5, 40.9170478, 23.9780469
1905700064, Larisas 6, 40.9274568, 23.9690143
1905700082, Larisas 7, 40.9236136, 23.9792871
1905700093, Larisas 8, 40.9160416, 23.9771843
1905700097, Larisas 9, 40.9163181, 23.9788408
1905700098, Larisas 10, 40.9189157, 23.9790135
1905700103, Larisas 11, 40.9280728, 23.9699584
1905700104, Larisas 12, 40.9218837, 23.9666754
1905700106, Larisas 13, 40.9157653, 23.9790581
1905700117, Larisas 14, 40.9229813, 23.9790082
1905700132, Larisas 15, 40.9243115, 23.9771682
1905700138, Larisas 16, 40.9160100, 23.9766317
1905700140, Larisas 17, 40.9284295, 23.9706665
1905700144, Larisas 18, 40.9232253, 23.9672762
1905700159, Larisas 19, 40.9247655, 23.9754516
1905700175, Larisas 20, 40.9246034, 23.9747006
1905700188, Larisas 21, 40.9179234, 23.9668495
1905700190, Larisas 22, 40.9172760, 23.9688241
1905700195, Larisas 23, 40.9232415, 23.9679414
1905700197, Larisas 24, 40.9168208, 23.9784975
1905700200, Larisas 25, 40.9204365, 23.9806003
1906139302, Larisas 26, 40.9248975, 23.9742054
1906139345, Larisas 27, 40.9237873, 23.9758721
1906139352, Larisas 28, 40.9236826, 23.9760108
1906139392, Larisas 29, 40.9247609, 23.9718693
1906139414, Larisas 30, 40.9254009, 23.9734790
1906139457, Larisas 31, 40.9216359, 23.9771611
1906139471, Larisas 32, 40.9236638, 23.9727533
1906139478, Larisas 33, 40.9214494, 23.9772443
1906139514, Larisas 34, 40.9245553, 23.9715643
1906139518, Larisas 35, 40.9235297, 23.9721996
1906139550, Larisas 36, 40.9222034, 23.9768902
2432136991, Parthenonas, 40.9213456, 23.9779264
2519853593, Akropolis, 40.9108287, 23.8726776
2519859286, Mykines, 40.9103880, 23.8743818
2519859288, Delphoi, 40.9106579, 23.8766516
2519859301, Santorini, 40.9106746, 23.8764724
2519859310, Meteora, 40.9109706, 23.8774734
2519859312, Olympia, 40.9102573, 23.8819786
2519859314, Monemvasia, 40.9112149, 23.8783625
2519859315, Mykonos, 40.9105308, 23.8736030
2519859319, Kalamata, 40.9112484, 23.8784511
2519859321, Nafplio, 40.9103485, 23.8746139
2519859330, Thessaloniki, 40.9103625, 23.8815772
2519859332, Corfu, 40.9109868, 23.8776773
2519859333, Rhodes, 40.9105192, 23.8812294
2519859339, Chania, 40.9105539, 23.8755770
2519859359, Chios, 40.9103284, 23.8748673
2519859362, Crete, 40.9109496, 23.8798881
2519859378, Patra, 40.9102350, 23.8822495
2519859385, Lefkada, 40.9103229, 23.8750563
2519859386, Corinthia, 40.9107943, 23.8728198
2519859389, Kastoria, 40.9110556, 23.8780404
2519859390, Kavala, 40.9106541, 23.8767754
2519859392, Kalambaka, 40.9107200, 23.8760512
2519859404, Alexandroupoli, 40.9107219, 23.8805156
2519859407, Loutraki, 40.9106512, 23.8759188
2519859410, Ioannina, 40.9110576, 23.8794967
2519859412, Sparta, 40.9110193, 23.8778409
2519859417, Kiato, 40.9111262, 23.8792201
2519859420, Rethymno, 40.9104673, 23.8753753
2519859421, Chalkidiki, 40.9105774, 23.8734742
2519859427, Kalambaka, 40.9107754, 23.8770221
2519859433, Agios Nikolaos, 40.9109399, 23.8771939
2519859434, Aegina, 40.9107294, 23.8730665
2519859435, Karpenisi, 40.9106946, 23.8769035
2519859441, Pyrgos, 40.9104463, 23.8740929
2519859442, Corfu, 40.9108710, 23.8771196
2519859447, Syros, 40.9107083, 23.8761144
2519859452, Amphissa, 40.9106916, 23.8762653
2519859456, Porto Heli, 40.9112064, 23.8789565
2519859473, Arta, 40.9106666, 23.8732462
2519859475, Thebes, 40.9105004, 23.8737264
2519859480, Kalymnos, 40.9103169, 23.8751120
2519859484, Kythira, 40.9103206, 23.8749893
2519859497, Rhodes, 40.9104633, 23.8739939
2519859498, Kastoria, 40.9108285, 23.8801972
2519859501, Argostoli, 40.9106115, 23.8757744
2519859509, Kalambaka, 40.9112869, 23.8786294
2519859514, Kiato, 40.9109808, 23.8772937
2519859516, Kozani, 40.9103862, 23.8752385
2519859522, Ancient Olympia, 40.9103200, 23.8817167
2519859528, Ancient Delphi, 40.9102655, 23.8832178
